id,province,district,property_type,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_station_distance,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,facilities,price,is_train
10869807,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,35,12.0,0.0,13.83663,100.504437,0,,20.0,5.0,3,2015,"['Basketball court', 'Covered car park', 'Fitness corner', 'Library', 'Swimming pool']",1490000.0,1
10753754,Samut Prakan,Phra Samut Jadee,Townhouse,3.0,3.0,139,0.0,92.0,13.5875125,100.5223594,0,,15.0,9.0,3,0,"['Car Park', 'Covered car park', 'Mini-Mart', 'Multi-Storey Car Park', 'Open car park', 'Playground', '24 hours security']",2200000.0,1
10818097,Nonthaburi,Bang Bua Thong,Condo,1.0,1.0,23,5.0,0.0,13.88957,100.405623,1,"[['PP01 Khlong Bang Phai MRT', 370]]",,9.0,13,2015,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', '24 hours security', 'Swimming pool']",1100999.0,1
10147102,Samut Prakan,Bang Phli,Townhouse,3.0,4.0,190,0.0,88.0,13.6625843453,100.6543250531,0,,12.0,4.0,6,2013,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",8800000.0,1
10525811,Nonthaburi,Bang Yai,Detached House,6.0,5.0,222,0.0,216.0,13.8621125,100.5143528,1,"[['PP11 Nonthaburi Civic Center MRT', 290]]",,6.0,12,0,[],8700000.0,1
10988559,Bangkok,Watthana,Condo,1.0,1.0,33,18.0,0.0,13.7316075514,100.584646842,0,,20.0,18.0,20,2022,"['Adult Fitness Stations', 'Aircon Facilities', 'Billiards room', 'Cafes', 'Car Park', 'Covered car park', 'Clubhouse', 'Community Garden', 'CCTV', 'Driving range', 'Eateries', 'Fitness corner', 'Game room', 'Jacuzzi', 'Jogging track', 'Karaoke', 'Lap pool', 'Lift lobby', 'Lounge', 'Main entrance', 'Meeting room', 'Mini-Mart', 'Multi-Storey Car Park', 'Open car park', 'Pantry', 'Sauna', '24 hours security', 'Sky Lounge', 'Spa pool', 'Steam bath', 'Swimming pool']",9070000.0,1
10094960,Bangkok,Pathum Wan,Condo,1.0,1.0,33,15.0,0.0,13.735834,100.550698,2,"[['E3 Nana BTS', 710], ['E2 Ploen Chit BTS', 840]]",,9.0,20,2016,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Jacuzzi', 'Lift lobby', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",5500000.0,1
10997562,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,28,15.0,0.0,13.646183,100.595117,1,"[['E15 Samrong BTS', 60]]",20.0,16.0,20,2017,"['Badminton hall', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Mini golf range', 'Multi-purpose hall', '24 hours security', 'Swimming pool']",2800000.0,1
10380817,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,48,21.0,0.0,13.6209747963,100.5900846911,1,"[['E17 Chang Erawan BTS', 80]]",19.0,8.0,4,2015,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3500000.0,1
10762041,Bangkok,Huai Khwang,Condo,2.0,2.0,58,12.0,0.0,13.7561782114,100.568285373,3,"[['BL20 Phra Ram 9 MRT', 390], ['E4 Asok BTS', 920], ['A6 Makkasan Airport Link', 970]]",,14.0,20,2022,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Game room', 'Launderette', 'Library', 'Lounge', 'Mini golf range', 'Mini-Mart', 'Multi-purpose hall', 'Pavillion', 'Playground', 'Putting Green', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Tennis courts']",9478095.0,1
10887666,Samut Prakan,Mueang Samut Prakan,Townhouse,4.0,3.0,99,0.0,100.0,13.643353,100.637945,0,,11.0,9.0,11,2014,"['Community Garden', 'CCTV', '24 hours security']",6950000.0,1
10924469,Bangkok,Chatuchak,Condo,1.0,1.0,31,2.0,0.0,13.857099,100.576844,2,"[['N15 Bang Bua BTS', 670], ['N14 Royal Forest Department BTS', 900]]",,6.0,3,2018,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Lounge', 'Mini-Mart', 'Pavillion', '24 hours security', 'Swimming pool']",2950000.0,1
10795155,Nonthaburi,Bang Yai,Condo,1.0,1.0,24,24.0,0.0,13.875603,100.413584,2,"[['PP03 Sam Yaek Bang Yai MRT', 650], ['PP02 Talad Bang Yai MRT', 760]]",,20.0,20,2018,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Game room', 'Sauna', '24 hours security', 'Swimming pool']",2500000.0,1
8730546,Bangkok,Phaya Thai,Condo,1.0,1.0,45,39.0,0.0,13.788908,100.545272,2,"[['N6 Sena Ruam BTS', 300], ['N7 Saphan Kwai BTS', 700]]",,14.0,20,2012,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",5400000.0,1
10824290,Bangkok,Chatuchak,Condo,1.0,1.0,25,2.0,0.0,13.8457228689,100.5805871661,2,"[['N13 Kasetsart University BTS', 530], ['N14 Royal Forest Department BTS', 550]]",20.0,7.0,4,2017,"['Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2300000.0,1
11004680,Samut Prakan,Bang Sao Thong,Townhouse,3.0,2.0,70,0.0,68.0,13.695525,100.785754,0,,,2.0,2,0,['24 hours security'],1890000.0,1
9593755,Bangkok,Phaya Thai,Condo,2.0,1.0,52,12.0,0.0,13.7908705133,100.5460723178,3,"[['N7 Saphan Kwai BTS', 480], ['N6 Sena Ruam BTS', 480], ['BL12 Kamphaeng Phet MRT', 840]]",,14.0,20,2019,"['BBQ pits', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Game room', 'Gymnasium room', 'Jacuzzi', 'Launderette', 'Library', 'Lounge', 'Multi-purpose hall', 'Open car park', 'Playground', 'Reflexology Path', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",8700000.0,1
10737573,Bangkok,Saphan Sung,Townhouse,3.0,4.0,88,0.0,92.0,13.8654263,100.6773403,0,,,4.0,3,0,"['Covered car park', 'Playground', '24 hours security', 'Swimming pool']",3800000.0,1
10854825,Bangkok,Sai Mai,Townhouse,3.0,2.0,95,0.0,72.0,13.9023034,100.6432195,0,,,6.0,6,0,['24 hours security'],3200000.0,1
10988933,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,130,0.0,84.0,13.8089875,100.4245469,0,,,8.0,2,0,"['Covered car park', '24 hours security']",4000000.0,1
7532081,Nonthaburi,Pak Kret,Condo,1.0,1.0,26,11.0,0.0,13.897264621,100.5523397718,0,,15.0,6.0,8,2013,"['Car Park', 'CCTV', 'Gymnasium room', 'Mini-Mart', '24 hours security', 'Swimming pool']",1800000.0,1
10715206,Bangkok,Din Daeng,Condo,1.0,1.0,34,3.0,0.0,13.7567573,100.559701,3,"[['BL20 Phra Ram 9 MRT', 590], ['A6 Makkasan Airport Link', 690], ['E4 Asok BTS', 930]]",,8.0,19,2019,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",4150000.0,1
11008107,Bangkok,Don Mueang,Townhouse,2.0,2.0,80,0.0,80.0,13.9366625,100.5796406,0,,7.0,4.0,1,0,[],1850000.0,1
10798751,Bangkok,Nong Khaem,Townhouse,3.0,2.0,120,0.0,76.0,13.7188288569,100.3451128289,0,,,4.0,3,2009,"['Car Park', '24 hours security']",1890000.0,1
10939185,Bangkok,Don Mueang,Detached House,3.0,3.0,185,0.0,260.0,13.9508125,100.5687969,0,,,6.0,1,0,"['Covered car park', '24 hours security']",6490000.0,1
10981364,Bangkok,Ratchathewi,Condo,1.0,1.0,47,32.0,0.0,13.749185,100.543761,3,"[['E1 Chit Lom BTS', 590], ['A7 Ratchaprarop Airport Link', 670], ['E2 Ploen Chit BTS', 860]]",,17.0,20,2015,"['Covered car park', 'CCTV', 'Fitness corner', 'Lap pool', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",7290000.0,1
11028683,Bangkok,Suan Luang,Condo,1.0,1.0,32,5.0,0.0,13.744081,100.644114,1,"[['A4 Hua Mak Airport Link', 680]]",,5.0,3,2009,"['Covered car park', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",1390000.0,1
10627343,Nonthaburi,Pak Kret,Condo,1.0,1.0,34,17.0,0.0,13.897264621,100.5523397718,0,,15.0,6.0,8,2013,"['Car Park', 'CCTV', 'Gymnasium room', 'Mini-Mart', '24 hours security', 'Swimming pool']",2290000.0,1
11047700,Nonthaburi,Bang Bua Thong,Detached House,5.0,2.0,100,0.0,36.0,13.9094859889,100.3531281674,0,,,4.0,2,0,"['Community Garden', 'Playground', 'Swimming pool']",2890000.0,1
11008562,Bangkok,Watthana,Condo,1.0,1.0,47,10.0,0.0,13.7219444078,100.5848502884,2,"[['E7 Ekkamai BTS', 270], ['E6 Thong Lo BTS', 800]]",,16.0,20,2011,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",5600000.0,1
10848813,Bangkok,Chatuchak,Condo,1.0,1.0,25,12.0,0.0,13.857099,100.576844,2,"[['N15 Bang Bua BTS', 670], ['N14 Royal Forest Department BTS', 900]]",,6.0,3,2018,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Lounge', 'Mini-Mart', 'Pavillion', '24 hours security', 'Swimming pool']",2880000.0,1
11023206,Bangkok,Watthana,Condo,1.0,1.0,44,21.0,0.0,13.706225334700001,100.6012631105,1,"[['E9 On Nut BTS', 110]]",,7.0,13,2011,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",6000000.0,1
10997542,Bangkok,Phra Khanong,Condo,1.0,1.0,35,4.0,0.0,13.698067426,100.6068849509,2,"[['E10 Bang Chak BTS', 260], ['E11 Punnawithi BTS', 940]]",,6.0,9,2011,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2060000.0,1
11031554,Bangkok,Thon Buri,Condo,2.0,2.0,77,8.0,0.0,13.717645,100.483624,3,"[['S9 Pho Nimit BTS', 300], ['B12 Ratchaphruek BRT', 530], ['S10 Talat Phlu BTS', 880]]",,9.0,20,2011,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",6450000.0,1
9532011,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,28,3.0,0.0,13.8488323892,100.5126280428,1,"[['PP12 Ministry of Public Health MRT', 230]]",,6.0,9,2014,"['CCTV', '24 hours security']",1550000.0,1
10477860,Bangkok,Huai Khwang,Condo,1.0,1.0,26,10.0,0.0,13.763912,100.569344,2,"[['BL19 Thailand Cultural Centre MRT', 220], ['BL20 Phra Ram 9 MRT', 830]]",,16.0,20,2017,"['Covered car park', 'CCTV', 'Fitness corner', 'Launderette', 'Open car park', 'Playground', '24 hours security', 'Spa pool', 'Swimming pool']",3990000.0,1
10883610,Bangkok,Bang Phlat,Condo,1.0,1.0,25,14.0,0.0,13.7838800572,100.4939085012,1,"[['BL06 Sirindhorn MRT', 50]]",,13.0,11,2018,"['BBQ pits', 'Car Park', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Mini-Mart', 'Playground', 'Roof Terrace', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",2490000.0,1
8682535,Bangkok,Khlong Toei,Condo,2.0,2.0,54,4.0,0.0,13.7109650149,100.5938943245,2,"[['E8 Phra Khanong BTS', 550], ['E9 On Nut BTS', 990]]",,17.0,18,2013,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Reflexology Path', '24 hours security', 'Swimming pool']",5200000.0,1
11028656,Bangkok,Watthana,Condo,1.0,1.0,36,10.0,0.0,13.7243773238,100.5816983386,2,"[['E6 Thong Lo BTS', 430], ['E7 Ekkamai BTS', 650]]",,16.0,20,2009,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3700000.0,1
10659807,Bangkok,Min Buri,Detached House,3.0,3.0,220,0.0,296.0,13.8158125,100.7508125,0,,11.0,,3,0,"['Covered car park', 'Clubhouse', 'Jacuzzi', 'Playground', '24 hours security', 'Swimming pool']",6200000.0,1
10829062,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,7.0,0.0,13.8693817443,100.4897048148,1,"[['PP09 Yaek Nonthaburi 1 MRT', 620]]",,9.0,13,2015,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1500000.0,1
10906044,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,18.0,0.0,13.8636530348,100.5028675423,2,"[['PP10 Bang Krasor MRT', 260], ['PP09 Yaek Nonthaburi 1 MRT', 980]]",,16.0,11,2016,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Launderette', 'Playground', '24 hours security', 'Swimming pool']",1500000.0,1
11002007,Bangkok,Lak Si,Townhouse,3.0,3.0,160,0.0,80.0,13.8873958,100.5689948,0,,18.0,3.0,6,0,[],3990000.0,1
10385575,Bangkok,Khlong Sam Wa,Townhouse,3.0,2.0,96,0.0,72.0,13.8402137,100.7323332,0,,,2.0,3,0,"['Clubhouse', 'Fitness corner', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",2490000.0,1
11033066,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,110,0.0,88.0,13.813569,100.403827,0,,2.0,4.0,5,0,"['Community Garden', 'CCTV', '24 hours security']",2490000.0,1
10989171,Bangkok,Khlong Toei,Condo,1.0,1.0,28,8.0,0.0,13.7253952835,100.5656595582,2,"[['E5 Phrom Phong BTS', 650], ['BL23 Queen Sirikit National Convention Centre MRT', 770]]",,20.0,20,2017,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",6400000.0,1
10625896,Nonthaburi,Bang Bua Thong,Townhouse,2.0,2.0,110,0.0,64.0,13.9811875,100.3933125,0,,,4.0,3,0,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",2150000.0,1
11037422,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,15.0,0.0,13.860527,100.508473,2,"[['PP10 Bang Krasor MRT', 480], ['PP11 Nonthaburi Civic Center MRT', 490]]",,9.0,8,2016,"['Covered car park', 'CCTV', 'Fitness corner', 'Open car park', '24 hours security', 'Swimming pool']",1950000.0,1
11033583,Bangkok,Yan Nawa,Detached House,3.0,3.0,109,0.0,216.0,13.6904375,100.5422344,1,"[['B5 Nararam 3 BRT', 710]]",20.0,12.0,20,0,[],8100000.0,1
10976441,Bangkok,Khlong Toei,Condo,2.0,1.0,51,21.0,0.0,13.715134387500001,100.5908126786,2,"[['E8 Phra Khanong BTS', 30], ['E7 Ekkamai BTS', 790]]",,19.0,20,2013,"['Covered car park', 'CCTV', 'Fitness corner', 'Sauna', '24 hours security', 'Swimming pool']",7500000.0,1
10889989,Nonthaburi,Bang Bua Thong,Condo,1.0,1.0,37,4.0,0.0,13.8567071172,100.5122486589,2,"[['PP11 Nonthaburi Civic Center MRT', 370], ['PP12 Ministry of Public Health MRT', 950]]",,11.0,13,2016,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Multi-purpose hall', '24 hours security', 'Swimming pool']",2850000.0,1
10554595,Nonthaburi,Pak Kret,Detached House,4.0,3.0,180,0.0,228.0,13.9118293971,100.4501047086,0,,2.0,6.0,6,2010,"['CCTV', 'Playground', '24 hours security', 'Swimming pool']",5500000.0,1
10936239,Nonthaburi,Sai Noi,Townhouse,3.0,2.0,118,0.0,120.0,13.980093353200001,100.3252170306,0,,8.0,3.0,3,2021,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Jogging track', 'Playground', '24 hours security']",2350000.0,1
8757349,Nonthaburi,Bang Yai,Condo,1.0,1.0,26,6.0,0.0,13.8767385855,100.4136741449,2,"[['PP03 Sam Yaek Bang Yai MRT', 670], ['PP02 Talad Bang Yai MRT', 670]]",,20.0,20,2018,"['Covered car park', 'CCTV', 'Fitness corner', 'Open car park', 'Pool Deck', 'Sauna', '24 hours security', 'Spa pool', 'Steam bath', 'Swimming pool', 'Wading pool']",1800000.0,1
10884527,Samut Prakan,Bang Phli,Detached House,3.0,3.0,153,0.0,232.0,13.714717,100.7251718,0,,7.0,12.0,10,2018,"['Car Park', 'Clubhouse', 'Community Garden', 'Community Plaza', 'CCTV', 'Fitness corner', 'Jogging track', 'Mini-Mart', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",6940000.0,1
10872664,Bangkok,Khlong Toei,Condo,1.0,1.0,28,8.0,0.0,13.7109650149,100.5938943245,2,"[['E8 Phra Khanong BTS', 550], ['E9 On Nut BTS', 990]]",,17.0,18,2013,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Reflexology Path', '24 hours security', 'Swimming pool']",2000000.0,1
