id,province,district,property_type,bedrooms,baths,floor_area,log_floor_area,floor_level,land_area,log_land_area,nearby_stations,nearest_station_name,nearest_station_distance,nearby_supermarkets,has_many_bedrooms,has_many_baths,has_bus_stops,year_built_bin,has_security,has_pool,has_sports,has_parking,price,is_train
11028835,Nonthaburi,Mueang Nonthaburi,Detached House,3.0,3.0,160,5.075173815233827,0.0,240.0,5.480638923341991,1,PP09 Yaek Nonthaburi 1 MRT,20,6.0,0,0,0,unknown,0,0,0,0,7890000.0,1
10891387,Bangkok,Nong Khaem,Detached House,2.0,2.0,120,4.787491742782046,0.0,72.0,4.276666119016055,0,,0,11.0,0,0,1,unknown,0,0,0,0,3708000.0,1
10675303,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,32,3.4657359027997265,9.0,0.0,0.0,1,E14 Bearing BTS,460,7.0,0,0,0,2016_2020,1,1,1,1,2100000.0,1
10901106,Samut Prakan,Bang Phli,Townhouse,3.0,2.0,230,5.438079308923196,0.0,336.0,5.817111159963204,0,,0,7.0,0,0,0,unknown,1,0,0,0,4590000.0,1
10880059,Bangkok,Khan Na Yao,Condo,1.0,1.0,22,3.091042453358316,14.0,0.0,0.0,0,,0,19.0,0,0,1,2011_2015,1,1,1,1,990000.0,1
10869807,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,35,3.5553480614894135,9.0,0.0,0.0,0,,0,5.0,0,0,1,2011_2015,0,1,1,1,1490000.0,1
10753754,Samut Prakan,Phra Samut Jadee,Townhouse,3.0,3.0,139,4.9344739331306915,0.0,92.0,4.5217885770490405,0,,0,9.0,0,0,1,unknown,1,0,0,1,2200000.0,1
10818097,Nonthaburi,Bang Bua Thong,Condo,1.0,1.0,23,3.1354942159291497,5.0,0.0,0.0,1,PP01 Khlong Bang Phai MRT,370,9.0,0,0,0,2011_2015,1,1,1,1,1100999.0,1
10525811,Nonthaburi,Bang Yai,Detached House,6.0,5.0,222,5.402677381872279,0.0,216.0,5.375278407684165,1,PP11 Nonthaburi Civic Center MRT,290,6.0,1,1,0,unknown,0,0,0,0,8700000.0,1
10094960,Bangkok,Pathum Wan,Condo,1.0,1.0,33,3.4965075614664802,9.0,0.0,0.0,2,E3 Nana BTS,710,9.0,0,0,0,2016_2020,1,1,1,1,5500000.0,1
10997562,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,28,3.332204510175204,15.0,0.0,0.0,1,E15 Samrong BTS,60,16.0,0,0,1,2016_2020,1,1,1,1,2800000.0,1
10380817,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,48,3.871201010907891,21.0,0.0,0.0,1,E17 Chang Erawan BTS,80,8.0,1,0,1,2011_2015,1,1,1,1,3500000.0,1
10924469,Bangkok,Chatuchak,Condo,1.0,1.0,31,3.4339872044851463,2.0,0.0,0.0,2,N15 Bang Bua BTS,670,6.0,0,0,0,2016_2020,1,1,1,1,2950000.0,1
10795155,Nonthaburi,Bang Yai,Condo,1.0,1.0,24,3.1780538303479458,24.0,0.0,0.0,2,PP03 Sam Yaek Bang Yai MRT,650,20.0,0,0,0,2016_2020,1,1,1,1,2500000.0,1
8730546,Bangkok,Phaya Thai,Condo,1.0,1.0,45,3.8066624897703196,39.0,0.0,0.0,2,N6 Sena Ruam BTS,300,14.0,0,0,0,2011_2015,1,1,1,1,5400000.0,1
10824290,Bangkok,Chatuchak,Condo,1.0,1.0,25,3.2188758248682006,2.0,0.0,0.0,2,N13 Kasetsart University BTS,530,7.0,0,0,1,2016_2020,1,1,1,0,2300000.0,1
11004680,Samut Prakan,Bang Sao Thong,Townhouse,3.0,2.0,70,4.248495242049359,0.0,68.0,4.219507705176107,0,,0,2.0,0,0,0,unknown,1,0,0,0,1890000.0,1
10737573,Bangkok,Saphan Sung,Townhouse,3.0,4.0,88,4.477336814478207,0.0,92.0,4.5217885770490405,0,,0,4.0,0,0,0,unknown,1,1,0,1,3800000.0,1
10854825,Bangkok,Sai Mai,Townhouse,3.0,2.0,95,4.553876891600541,0.0,72.0,4.276666119016055,0,,0,6.0,0,0,0,unknown,1,0,0,0,3200000.0,1
10988933,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,130,4.867534450455582,0.0,84.0,4.430816798843313,0,,0,8.0,0,0,0,unknown,1,0,0,1,4000000.0,1
7532081,Nonthaburi,Pak Kret,Condo,1.0,1.0,26,3.258096538021482,9.0,0.0,0.0,0,,0,6.0,0,0,1,2011_2015,1,1,1,1,1800000.0,1
10715206,Bangkok,Din Daeng,Condo,1.0,1.0,34,3.5263605246161616,3.0,0.0,0.0,3,BL20 Phra Ram 9 MRT,590,8.0,0,0,0,2016_2020,1,1,1,1,4150000.0,1
11008107,Bangkok,Don Mueang,Townhouse,2.0,2.0,80,4.382026634673881,0.0,80.0,4.382026634673881,0,,0,4.0,0,0,1,unknown,0,0,0,0,1850000.0,1
10798751,Bangkok,Nong Khaem,Townhouse,3.0,2.0,120,4.787491742782046,0.0,76.0,4.330733340286331,0,,0,4.0,0,0,0,2006_2010,1,0,0,1,1890000.0,1
10939185,Bangkok,Don Mueang,Detached House,3.0,3.0,185,5.220355825078324,0.0,260.0,5.560681631015528,0,,0,6.0,0,0,0,unknown,1,0,0,1,6490000.0,1
10981364,Bangkok,Ratchathewi,Condo,1.0,1.0,47,3.8501476017100584,32.0,0.0,0.0,3,E1 Chit Lom BTS,590,17.0,0,0,0,2011_2015,1,1,1,1,7290000.0,1
11028683,Bangkok,Suan Luang,Condo,1.0,1.0,32,3.4657359027997265,5.0,0.0,0.0,1,A4 Hua Mak Airport Link,680,5.0,0,0,0,2006_2010,1,1,1,1,1390000.0,1
10627343,Nonthaburi,Pak Kret,Condo,1.0,1.0,34,3.5263605246161616,17.0,0.0,0.0,0,,0,6.0,0,0,1,2011_2015,1,1,1,1,2290000.0,1
11047700,Nonthaburi,Bang Bua Thong,Detached House,5.0,2.0,100,4.605170185988092,0.0,36.0,3.58351893845611,0,,0,4.0,0,0,0,unknown,0,1,0,0,2890000.0,1
11008562,Bangkok,Watthana,Condo,1.0,1.0,47,3.8501476017100584,9.0,0.0,0.0,2,E7 Ekkamai BTS,270,16.0,0,0,0,2011_2015,1,1,1,1,5600000.0,1
10848813,Bangkok,Chatuchak,Condo,1.0,1.0,25,3.2188758248682006,12.0,0.0,0.0,2,N15 Bang Bua BTS,670,6.0,0,0,0,2016_2020,1,1,1,1,2880000.0,1
11023206,Bangkok,Watthana,Condo,1.0,1.0,44,3.784189633918261,21.0,0.0,0.0,1,E9 On Nut BTS,110,7.0,0,0,0,2011_2015,1,1,1,1,6000000.0,1
10997542,Bangkok,Phra Khanong,Condo,1.0,1.0,35,3.5553480614894135,4.0,0.0,0.0,2,E10 Bang Chak BTS,260,6.0,0,0,0,2011_2015,1,1,1,0,2060000.0,1
11031554,Bangkok,Thon Buri,Condo,2.0,2.0,77,4.343805421853684,8.0,0.0,0.0,3,S9 Pho Nimit BTS,300,9.0,1,1,0,2011_2015,1,1,1,1,6450000.0,1
9532011,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,28,3.332204510175204,3.0,0.0,0.0,1,PP12 Ministry of Public Health MRT,230,6.0,0,0,0,2011_2015,1,0,0,0,1550000.0,1
10477860,Bangkok,Huai Khwang,Condo,1.0,1.0,26,3.258096538021482,10.0,0.0,0.0,2,BL19 Thailand Cultural Centre MRT,220,16.0,0,0,0,2016_2020,1,1,1,1,3990000.0,1
10883610,Bangkok,Bang Phlat,Condo,1.0,1.0,25,3.2188758248682006,9.0,0.0,0.0,1,BL06 Sirindhorn MRT,50,13.0,0,0,0,2016_2020,1,1,1,1,2490000.0,1
8682535,Bangkok,Khlong Toei,Condo,2.0,2.0,54,3.9889840465642745,4.0,0.0,0.0,2,E8 Phra Khanong BTS,550,17.0,1,1,0,2011_2015,1,1,1,1,5200000.0,1
11028656,Bangkok,Watthana,Condo,1.0,1.0,36,3.58351893845611,9.0,0.0,0.0,2,E6 Thong Lo BTS,430,16.0,0,0,0,2006_2010,1,1,1,1,3700000.0,1
10659807,Bangkok,Min Buri,Detached House,3.0,3.0,220,5.393627546352362,0.0,296.0,5.69035945432406,0,,0,0.0,0,0,1,unknown,1,1,0,1,6200000.0,1
10829062,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,3.4339872044851463,7.0,0.0,0.0,1,PP09 Yaek Nonthaburi 1 MRT,620,9.0,0,0,0,2011_2015,1,1,1,1,1500000.0,1
10906044,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,3.258096538021482,18.0,0.0,0.0,2,PP10 Bang Krasor MRT,260,16.0,0,0,0,2016_2020,1,1,1,1,1500000.0,1
11002007,Bangkok,Lak Si,Townhouse,3.0,3.0,160,5.075173815233827,0.0,84.0,4.430816798843313,0,,0,3.0,0,0,1,unknown,0,0,0,0,3990000.0,1
10385575,Bangkok,Khlong Sam Wa,Townhouse,3.0,2.0,96,4.564348191467836,0.0,72.0,4.276666119016055,0,,0,2.0,0,0,0,unknown,1,1,1,0,2490000.0,1
11033066,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,110,4.700480365792417,0.0,88.0,4.477336814478207,0,,0,4.0,0,0,1,unknown,1,0,0,0,2490000.0,1
10989171,Bangkok,Khlong Toei,Condo,1.0,1.0,28,3.332204510175204,8.0,0.0,0.0,2,E5 Phrom Phong BTS,650,20.0,0,0,0,2016_2020,1,1,1,1,6400000.0,1
10625896,Nonthaburi,Bang Bua Thong,Townhouse,2.0,2.0,110,4.700480365792417,0.0,64.0,4.1588830833596715,0,,0,4.0,0,0,0,unknown,1,1,1,1,2150000.0,1
11037422,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,3.4339872044851463,15.0,0.0,0.0,2,PP10 Bang Krasor MRT,480,9.0,0,0,0,2016_2020,1,1,1,1,1950000.0,1
11033583,Bangkok,Yan Nawa,Detached House,3.0,3.0,109,4.6913478822291435,0.0,216.0,5.375278407684165,1,B5 Nararam 3 BRT,710,12.0,0,0,1,unknown,0,0,0,0,8100000.0,1
10976441,Bangkok,Khlong Toei,Condo,2.0,1.0,51,3.9318256327243257,21.0,0.0,0.0,2,E8 Phra Khanong BTS,30,19.0,1,0,0,2011_2015,1,1,1,1,7500000.0,1
10889989,Nonthaburi,Bang Bua Thong,Condo,1.0,1.0,37,3.6109179126442243,4.0,0.0,0.0,2,PP11 Nonthaburi Civic Center MRT,370,11.0,0,0,0,2016_2020,1,1,1,1,2850000.0,1
10554595,Nonthaburi,Pak Kret,Detached House,4.0,3.0,180,5.19295685089021,0.0,228.0,5.429345628954441,0,,0,6.0,0,0,1,2006_2010,1,1,0,0,5500000.0,1
10936239,Nonthaburi,Sai Noi,Townhouse,3.0,2.0,118,4.770684624465665,0.0,120.0,4.787491742782046,0,,0,3.0,0,0,1,2021_,1,0,1,0,2350000.0,1
8757349,Nonthaburi,Bang Yai,Condo,1.0,1.0,26,3.258096538021482,6.0,0.0,0.0,2,PP03 Sam Yaek Bang Yai MRT,670,20.0,0,0,0,2016_2020,1,1,1,1,1800000.0,1
10884527,Samut Prakan,Bang Phli,Detached House,3.0,3.0,153,5.030437921392435,0.0,232.0,5.44673737166631,0,,0,12.0,0,0,1,2016_2020,1,1,1,1,6940000.0,1
10872664,Bangkok,Khlong Toei,Condo,1.0,1.0,28,3.332204510175204,8.0,0.0,0.0,2,E8 Phra Khanong BTS,550,17.0,0,0,0,2011_2015,1,1,1,1,2000000.0,1
10917428,Bangkok,Ratchathewi,Condo,2.0,2.0,60,4.0943445622221,29.0,0.0,0.0,3,A8 Phaya Thai Airport Link,240,20.0,1,1,0,2011_2015,1,1,1,1,5360000.0,1
10714759,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,3.4339872044851463,7.0,0.0,0.0,2,PP10 Bang Krasor MRT,460,9.0,0,0,0,2011_2015,1,1,1,0,1290000.0,1
10912708,Bangkok,Bang Kapi,Condo,1.0,1.0,29,3.367295829986474,8.0,0.0,0.0,0,,0,7.0,0,0,1,2011_2015,1,1,1,1,1700000.0,1
11028189,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,28,3.332204510175204,6.0,0.0,0.0,0,,0,8.0,0,0,1,2011_2015,1,0,0,0,1290000.0,1
10997376,Bangkok,Bang Na,Condo,1.0,1.0,31,3.4339872044851463,8.0,0.0,0.0,2,E12 Udom Suk BTS,650,7.0,0,0,0,2016_2020,1,1,1,1,1060000.0,1
10989309,Nonthaburi,Sai Noi,Townhouse,3.0,2.0,100,4.605170185988092,0.0,64.0,4.1588830833596715,0,,0,4.0,0,0,1,unknown,0,0,0,0,1690000.0,1
11032145,Bangkok,Bang Rak,Condo,1.0,1.0,31,3.4339872044851463,14.0,0.0,0.0,3,S3 Chong Nonsi BTS,480,20.0,0,0,0,2016_2020,1,1,1,1,7000000.0,1
10612114,Bangkok,Khlong Toei,Condo,1.0,1.0,33,3.4965075614664802,6.0,0.0,0.0,2,E6 Thong Lo BTS,290,15.0,0,0,0,2016_2020,1,1,1,1,6400000.0,1
11011222,Bangkok,Bueng Kum,Townhouse,2.0,2.0,100,4.605170185988092,0.0,72.0,4.276666119016055,0,,0,6.0,0,0,1,unknown,0,0,0,0,2600000.0,1
11033060,Bangkok,Chatuchak,Condo,1.0,1.0,31,3.4339872044851463,2.0,0.0,0.0,1,RN02 SRT Chatuchak,310,2.0,0,0,1,2006_2010,1,0,0,0,1190000.0,1
8219998,Bangkok,Bang Khen,Condo,1.0,1.0,30,3.4011973816621555,4.0,0.0,0.0,0,,0,10.0,0,0,1,2011_2015,1,1,1,1,1390000.0,1
10965853,Bangkok,Lat Phrao,Condo,2.0,2.0,50,3.912023005428146,7.0,0.0,0.0,0,,0,10.0,1,1,1,2016_2020,1,1,1,1,4400000.0,1
11010714,Bangkok,Huai Khwang,Condo,1.0,1.0,30,3.4011973816621555,5.0,0.0,0.0,2,BL18 Huai Khwang MRT,820,20.0,0,0,0,2011_2015,1,1,1,1,1900000.0,1
10497485,Samut Prakan,Bang Phli,Detached House,3.0,2.0,120,4.787491742782046,0.0,152.0,5.0238805208462765,0,,0,2.0,0,0,0,unknown,1,0,0,0,3100000.0,1
10541003,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,37,3.6109179126442243,2.0,0.0,0.0,0,,0,6.0,0,0,1,2011_2015,1,1,1,1,2050000.0,1
10611830,Bangkok,Khlong Toei,Condo,1.0,1.0,33,3.4965075614664802,26.0,0.0,0.0,2,E5 Phrom Phong BTS,650,20.0,0,0,0,2016_2020,1,1,1,1,6390000.0,1
8453528,Bangkok,Huai Khwang,Condo,1.0,1.0,35,3.5553480614894135,22.0,0.0,0.0,0,,0,11.0,0,0,1,2011_2015,1,1,0,1,3950000.0,1
10629166,Nonthaburi,Mueang Nonthaburi,Condo,2.0,1.0,52,3.9512437185814275,22.0,0.0,0.0,2,PP10 Bang Krasor MRT,410,14.0,1,0,0,2011_2015,1,1,1,1,2000000.0,1
10794789,Nonthaburi,Pak Kret,Condo,1.0,1.0,35,3.5553480614894135,4.0,0.0,0.0,0,,0,8.0,0,0,1,2011_2015,1,1,1,1,2600000.0,1
11015195,Bangkok,Phra Khanong,Condo,2.0,2.0,53,3.970291913552122,7.0,0.0,0.0,2,E9 On Nut BTS,300,8.0,1,1,0,2006_2010,1,1,1,1,3900000.0,1
10536018,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,95,4.553876891600541,0.0,104.0,4.6443908991413725,0,,0,9.0,0,0,1,unknown,1,0,0,1,2500000.0,1
10927996,Bangkok,Suan Luang,Condo,1.0,1.0,26,3.258096538021482,3.0,0.0,0.0,0,,0,9.0,0,0,1,2011_2015,1,1,1,1,1500000.0,1
10918297,Bangkok,Bang Sue,Condo,1.0,1.0,22,3.091042453358316,11.0,0.0,0.0,1,BL09 Bang Pho MRT,650,6.0,0,0,0,2016_2020,1,1,1,1,2000000.0,1
10946373,Bangkok,Khlong Sam Wa,Detached House,3.0,2.0,120,4.787491742782046,0.0,124.0,4.820281565605037,0,,0,4.0,0,0,1,unknown,0,0,0,0,2900000.0,1
10999275,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,40,3.6888794541139363,3.0,0.0,0.0,1,E14 Bearing BTS,610,8.0,1,0,0,2016_2020,1,1,1,1,1990000.0,1
10846249,Bangkok,Khlong Toei,Condo,1.0,1.0,35,3.5553480614894135,6.0,0.0,0.0,2,E6 Thong Lo BTS,120,18.0,0,0,0,2016_2020,1,1,1,1,6600000.0,1
11030925,Bangkok,Khlong Toei,Condo,1.0,1.0,40,3.6888794541139363,9.0,0.0,0.0,2,E8 Phra Khanong BTS,550,20.0,0,0,0,2016_2020,1,1,1,1,5900000.0,1
8734102,Bangkok,Khan Na Yao,Detached House,3.0,3.0,180,5.19295685089021,0.0,260.0,5.560681631015528,0,,0,7.0,0,0,1,unknown,1,1,1,0,7400000.0,1
10919479,Bangkok,Khlong Toei,Condo,1.0,1.0,41,3.713572066704308,9.0,0.0,0.0,2,E8 Phra Khanong BTS,550,20.0,0,0,0,2016_2020,1,1,1,1,4700000.0,1
10125350,Bangkok,Khlong San,Condo,1.0,1.0,38,3.6375861597263857,31.0,0.0,0.0,3,G1/S7 Krung Thon Buri BTS,350,12.0,0,0,0,2011_2015,1,1,1,1,3790000.0,1
10973543,Bangkok,Bangkok Noi,Condo,1.0,1.0,35,3.5553480614894135,9.0,0.0,0.0,1,BL03 Fai Chai MRT,340,10.0,0,0,0,2016_2020,1,1,1,1,2690000.0,1
10981542,Nonthaburi,Bang Bua Thong,Townhouse,3.0,2.0,64,4.1588830833596715,0.0,64.0,4.1588830833596715,0,,0,3.0,0,0,0,unknown,1,0,0,1,1490000.0,1
10606693,Bangkok,Din Daeng,Condo,2.0,1.0,75,4.31748811353631,10.0,0.0,0.0,3,BL20 Phra Ram 9 MRT,490,8.0,1,0,0,2011_2015,1,1,1,1,6200000.0,1
10977196,Nonthaburi,Mueang Nonthaburi,Condo,2.0,2.0,50,3.912023005428146,46.0,0.0,0.0,1,PP08 Phra Nang Klao Bridge MRT,500,4.0,1,1,0,2016_2020,1,1,1,1,5500000.0,1
10918106,Bangkok,Phra Khanong,Condo,1.0,1.0,30,3.4011973816621555,20.0,0.0,0.0,2,E9 On Nut BTS,190,6.0,0,0,0,2011_2015,1,1,1,1,3590000.0,1
10876457,Bangkok,Phaya Thai,Condo,1.0,1.0,38,3.6375861597263857,22.0,0.0,0.0,0,,0,3.0,0,0,1,2016_2020,0,0,0,0,3070000.0,1
10938220,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,28,3.332204510175204,4.0,0.0,0.0,1,E15 Samrong BTS,580,15.0,0,0,1,2016_2020,1,1,1,1,1590000.0,1
10803849,Bangkok,Phasi Charoen,Condo,1.0,1.0,41,3.713572066704308,6.0,0.0,0.0,1,BL35 Phetkasem 48 MRT,680,4.0,0,0,0,2006_2010,1,1,1,1,1400000.0,1
10731556,Samut Prakan,Bang Phli,Townhouse,3.0,2.0,113,4.727387818712341,0.0,72.0,4.276666119016055,0,,0,0.0,0,0,0,unknown,1,0,0,0,1900000.0,1
10629403,Nonthaburi,Bang Yai,Townhouse,3.0,2.0,105,4.653960350157523,0.0,64.0,4.1588830833596715,0,,0,6.0,0,0,0,unknown,1,1,1,1,1980000.0,1
10900098,Bangkok,Chom Thong,Condo,1.0,1.0,31,3.4339872044851463,8.0,0.0,0.0,2,S11 Wutthakat BTS,280,4.0,0,0,0,2016_2020,1,1,1,1,2050000.0,1
10797741,Bangkok,Khlong Sam Wa,Townhouse,3.0,2.0,120,4.787491742782046,0.0,72.0,4.276666119016055,0,,0,2.0,0,0,0,unknown,1,0,0,1,1950000.0,1
11014083,Bangkok,Chom Thong,Townhouse,2.0,2.0,100,4.605170185988092,0.0,68.0,4.219507705176107,0,,0,5.0,0,0,1,unknown,0,0,0,0,2490000.0,1
11033419,Bangkok,Min Buri,Detached House,4.0,3.0,180,5.19295685089021,0.0,332.0,5.805134968916488,0,,0,6.0,0,0,1,unknown,0,0,0,0,8500000.0,1
10204839,Bangkok,Bang Na,Condo,1.0,1.0,38,3.6375861597263857,15.0,0.0,0.0,0,,0,5.0,0,0,1,2016_2020,0,0,0,0,1590000.0,1
9950784,Bangkok,Khan Na Yao,Townhouse,3.0,3.0,136,4.912654885736052,0.0,84.0,4.430816798843313,0,,0,3.0,0,0,1,unknown,1,1,0,1,3190000.0,1
10654699,Bangkok,Khlong Toei,Condo,1.0,1.0,33,3.4965075614664802,15.0,0.0,0.0,2,E5 Phrom Phong BTS,650,20.0,0,0,0,2016_2020,1,1,1,1,5900000.0,1
10972902,Bangkok,Bueng Kum,Townhouse,4.0,3.0,86,4.454347296253507,0.0,88.0,4.477336814478207,0,,0,8.0,1,0,1,unknown,0,0,0,0,4200000.0,1
11019822,Bangkok,Khlong Toei,Condo,1.0,1.0,50,3.912023005428146,7.0,0.0,0.0,2,E6 Thong Lo BTS,400,14.0,0,0,0,2011_2015,1,0,1,1,4500000.0,1
10976865,Nonthaburi,Mueang Nonthaburi,Detached House,3.0,3.0,175,5.1647859739235145,0.0,224.0,5.4116460518550396,0,,0,0.0,0,0,0,2016_2020,1,1,1,1,7000000.0,1
10980805,Nonthaburi,Bang Bua Thong,Detached House,3.0,3.0,160,5.075173815233827,0.0,112.0,4.718498871295094,0,,0,3.0,0,0,0,2016_2020,1,1,1,0,3290000.0,1
10798501,Bangkok,Phra Khanong,Condo,1.0,1.0,29,3.367295829986474,5.0,0.0,0.0,0,,0,7.0,0,0,0,2016_2020,1,1,1,0,1550000.0,1
10531708,Bangkok,Don Mueang,Detached House,2.0,2.0,80,4.382026634673881,0.0,80.0,4.382026634673881,0,,0,2.0,0,0,0,unknown,0,0,0,0,1700000.0,1
